body	t	x	y	z
2	1.100E+00	-5.140E-01	-5.007E-01	2.270E-02
3	1.100E+00	3.788E-01	9.174E-01	-1.639E-04
4	1.100E+00	3.813E-01	9.170E-01	-2.870E-04
5	1.100E+00	-1.649E+00	2.415E-02	4.078E-02
6	1.100E+00	-4.403E+00	-3.179E+00	1.117E-01
7	1.100E+00	-1.220E-01	-1.006E+01	1.796E-01
8	1.100E+00	1.778E+01	8.956E+00	-1.972E-01
9	1.100E+00	2.865E+01	-8.689E+00	-4.815E-01
0	1.125E+00	1.965E-03	5.996E-03	-1.243E-04
1	1.125E+00	1.356E-01	2.806E-01	2.006E-02
2	1.125E+00	-3.707E-01	-6.155E-01	1.286E-02
3	1.125E+00	2.268E-01	9.649E-01	-1.650E-04
4	1.125E+00	2.255E-01	9.670E-01	-2.154E-04
5	1.125E+00	-1.642E+00	-9.262E-02	3.814E-02
6	1.125E+00	-4.363E+00	-3.231E+00	1.110E-01
7	1.125E+00	-7.388E-02	-1.006E+01	1.777E-01
8	1.125E+00	1.777E+01	8.986E+00	-1.968E-01
9	1.125E+00	2.866E+01	-8.662E+00	-4.823E-01
0	1.150E+00	1.913E-03	6.043E-03	-1.231E-04
1	1.150E+00	-1.649E-01	2.778E-01	3.142E-02
2	1.150E+00	-2.034E-01	-6.902E-01	2.171E-03
3	1.150E+00	6.901E-02	9.878E-01	-1.675E-04
4	1.150E+00	6.767E-02	9.854E-01	6.659E-05
5	1.150E+00	-1.625E+00	-2.088E-01	3.529E-02
6	1.150E+00	-4.323E+00	-3.283E+00	1.103E-01
7	1.150E+00	-2.574E-02	-1.006E+01	1.757E-01
8	1.150E+00	1.775E+01	9.017E+00	-1.965E-01
9	1.150E+00	2.867E+01	-8.634E+00	-4.831E-01
0	1.175E+00	1.861E-03	6.089E-03	-1.218E-04
1	1.175E+00	-3.595E-01	8.203E-02	2.086E-02
2	1.175E+00	-2.281E-02	-7.203E-01	-8.662E-03
3	1.175E+00	-9.056E-02	9.852E-01	-1.611E-04
4	1.175E+00	-8.799E-02	9.847E-01	-2.952E-04
5	1.175E+00	-1.599E+00	-3.239E-01	3.224E-02
6	1.175E+00	-4.282E+00	-3.335E+00	1.096E-01
7	1.175E+00	2.241E-02	-1.006E+01	1.738E-01
8	1.175E+00	1.773E+01	9.047E+00	-1.962E-01
9	1.175E+00	2.868E+01	-8.606E+00	-4.838E-01
0	1.200E+00	1.809E-03	6.135E-03	-1.206E-04
1	1.200E+00	-3.855E-01	-1.581E-01	-3.049E-04
2	1.200E+00	1.593E-01	-7.040E-01	-1.895E-02
3	1.200E+00	-2.476E-01	9.572E-01	-1.589E-04
4	1.200E+00	-2.489E-01	9.593E-01	-2.142E-04
5	1.200E+00	-1.564E+00	-4.370E-01	2.901E-02
6	1.200E+00	-4.240E+00	-3.385E+00	1.089E-01
7	1.200E+00	7.055E-02	-1.006E+01	1.719E-01
8	1.200E+00	1.772E+01	9.077E+00	-1.959E-01
9	1.200E+00	2.869E+01	-8.579E+00	-4.846E-01
0	1.225E+00	1.755E-03	6.180E-03	-1.193E-04
1	1.225E+00	-2.833E-01	-3.481E-01	-2.180E-02
2	1.225E+00	3.314E-01	-6.424E-01	-2.804E-02
3	1.225E+00	-3.983E-01	9.047E-01	-1.584E-04
4	1.225E+00	-3.996E-01	9.024E-01	8.063E-05
5	1.225E+00	-1.520E+00	-5.477E-01	2.561E-02
6	1.225E+00	-4.197E+00	-3.436E+00	1.081E-01
7	1.225E+00	1.187E-01	-1.006E+01	1.700E-01
8	1.225E+00	1.770E+01	9.107E+00	-1.955E-01
9	1.225E+00	2.869E+01	-8.551E+00	-4.853E-01
0	1.250E+00	1.701E-03	6.224E-03	-1.180E-04
1	1.250E+00	-1.061E-01	-4.472E-01	-3.781E-02
2	1.250E+00	4.825E-01	-5.396E-01	-3.535E-02
3	1.250E+00	-5.387E-01	8.289E-01	-1.488E-04
4	1.250E+00	-5.361E-01	8.284E-01	-2.897E-04
5	1.250E+00	-1.467E+00	-6.551E-01	2.206E-02
6	1.250E+00	-4.154E+00	-3.485E+00	1.074E-01
7	1.250E+00	1.668E-01	-1.006E+01	1.680E-01
8	1.250E+00	1.768E+01	9.138E+00	-1.952E-01
9	1.250E+00	2.870E+01	-8.524E+00	-4.861E-01
0	1.275E+00	1.647E-03	6.268E-03	-1.167E-04
1	1.275E+00	9.695E-02	-4.377E-01	-4.479E-02
2	1.275E+00	6.031E-01	-4.021E-01	-4.043E-02
3	1.275E+00	-6.650E-01	7.318E-01	-1.438E-04
4	1.275E+00	-6.661E-01	7.340E-01	-2.103E-04
5	1.275E+00	-1.405E+00	-7.586E-01	1.839E-02
6	1.275E+00	-4.110E+00	-3.535E+00	1.066E-01
7	1.275E+00	2.150E-01	-1.005E+01	1.661E-01
8	1.275E+00	1.767E+01	9.168E+00	-1.949E-01
9	1.275E+00	2.871E+01	-8.496E+00	-4.868E-01
0	1.300E+00	1.592E-03	6.311E-03	-1.153E-04
1	1.300E+00	2.741E-01	-3.141E-01	-4.023E-02
2	1.300E+00	6.854E-01	-2.386E-01	-4.294E-02
3	1.300E+00	-7.742E-01	6.162E-01	-1.409E-04
4	1.300E+00	-7.756E-01	6.138E-01	9.902E-05
5	1.300E+00	-1.335E+00	-8.575E-01	1.460E-02
6	1.300E+00	-4.066E+00	-3.583E+00	1.058E-01
7	1.300E+00	2.631E-01	-1.005E+01	1.642E-01
8	1.300E+00	1.765E+01	9.198E+00	-1.945E-01
9	1.300E+00	2.872E+01	-8.468E+00	-4.876E-01
0	1.325E+00	1.536E-03	6.354E-03	-1.140E-04
1	1.325E+00	3.604E-01	-8.952E-02	-2.284E-02
2	1.325E+00	7.242E-01	-5.952E-02	-4.272E-02
3	1.325E+00	-8.636E-01	4.848E-01	-1.290E-04
4	1.325E+00	-8.611E-01	4.843E-01	-2.692E-04
5	1.325E+00	-1.257E+00	-9.511E-01	1.072E-02
6	1.325E+00	-4.021E+00	-3.632E+00	1.050E-01
7	1.325E+00	3.112E-01	-1.005E+01	1.622E-01
8	1.325E+00	1.763E+01	9.228E+00	-1.942E-01
9	1.325E+00	2.873E+01	-8.441E+00	-4.884E-01
0	1.350E+00	1.480E-03	6.396E-03	-1.127E-04
1	1.350E+00	2.781E-01	1.713E-01	4.418E-03
2	1.350E+00	7.167E-01	1.238E-01	-3.978E-02
3	1.350E+00	-9.309E-01	3.412E-01	-1.222E-04
4	1.350E+00	-9.319E-01	3.434E-01	-1.944E-04
5	1.350E+00	-1.171E+00	-1.039E+00	6.769E-03
6	1.350E+00	-3.975E+00	-3.679E+00	1.042E-01
7	1.350E+00	3.593E-01	-1.005E+01	1.603E-01
8	1.350E+00	1.761E+01	9.258E+00	-1.939E-01
9	1.350E+00	2.873E+01	-8.413E+00	-4.891E-01
0	1.375E+00	1.424E-03	6.437E-03	-1.113E-04
1	1.375E+00	1.299E-02	3.105E-01	2.752E-02
2	1.375E+00	6.634E-01	2.995E-01	-3.429E-02
3	1.375E+00	-9.746E-01	1.893E-01	-1.179E-04
4	1.375E+00	-9.759E-01	1.870E-01	1.165E-04
5	1.375E+00	-1.078E+00	-1.120E+00	2.779E-03
6	1.375E+00	-3.929E+00	-3.726E+00	1.033E-01
7	1.375E+00	4.074E-01	-1.005E+01	1.583E-01
8	1.375E+00	1.760E+01	9.289E+00	-1.935E-01
9	1.375E+00	2.874E+01	-8.385E+00	-4.899E-01
0	1.400E+00	1.367E-03	6.478E-03	-1.100E-04
1	1.400E+00	-2.644E-01	2.139E-01	2.931E-02
2	1.400E+00	5.674E-01	4.563E-01	-2.660E-02
3	1.400E+00	-9.938E-01	3.261E-02	-1.054E-04
4	1.400E+00	-9.912E-01	3.214E-02	-2.417E-04
5	1.400E+00	-9.775E-01	-1.193E+00	-1.231E-03
6	1.400E+00	-3.882E+00	-3.773E+00	1.025E-01
7	1.400E+00	4.555E-01	-1.005E+01	1.564E-01
8	1.400E+00	1.758E+01	9.319E+00	-1.932E-01
9	1.400E+00	2.875E+01	-8.358E+00	-4.906E-01
0	1.425E+00	1.309E-03	6.519E-03	-1.086E-04
1	1.425E+00	-3.895E-01	-1.605E-02	1.292E-02
2	1.425E+00	4.347E-01	5.840E-01	-1.720E-02
3	1.425E+00	-9.880E-01	-1.247E-01	-9.821E-05
4	1.425E+00	-9.891E-01	-1.225E-01	-1.643E-04
5	1.425E+00	-8.706E-01	-1.259E+00	-5.232E-03
6	1.425E+00	-3.835E+00	-3.818E+00	1.016E-01
7	1.425E+00	5.036E-01	-1.004E+01	1.544E-01
8	1.425E+00	1.756E+01	9.349E+00	-1.929E-01
9	1.425E+00	2.876E+01	-8.330E+00	-4.914E-01
0	1.450E+00	1.251E-03	6.559E-03	-1.072E-04
1	1.450E+00	-3.573E-01	-2.434E-01	-9.318E-03
2	1.450E+00	2.738E-01	6.741E-01	-6.677E-03
3	1.450E+00	-9.578E-01	-2.787E-01	-9.395E-05
4	1.450E+00	-9.592E-01	-2.809E-01	1.326E-04
5	1.450E+00	-7.577E-01	-1.316E+00	-9.199E-03
6	1.450E+00	-3.787E+00	-3.864E+00	1.007E-01
7	1.450E+00	5.517E-01	-1.004E+01	1.525E-01
8	1.450E+00	1.755E+01	9.379E+00	-1.926E-01
9	1.450E+00	2.876E+01	-8.302E+00	-4.921E-01
0	1.475E+00	1.192E-03	6.598E-03	-1.058E-04
1	1.475E+00	-2.188E-01	-3.999E-01	-2.913E-02
2	1.475E+00	9.504E-02	7.204E-01	4.271E-03
3	1.475E+00	-9.041E-01	-4.257E-01	-8.213E-05
4	1.475E+00	-9.016E-01	-4.263E-01	-2.179E-04
5	1.475E+00	-6.396E-01	-1.364E+00	-1.310E-02
6	1.475E+00	-3.738E+00	-3.908E+00	9.979E-02
7	1.475E+00	5.997E-01	-1.004E+01	1.505E-01
8	1.475E+00	1.753E+01	9.409E+00	-1.922E-01
9	1.475E+00	2.877E+01	-8.274E+00	-4.929E-01
0	1.500E+00	1.132E-03	6.637E-03	-1.044E-04
1	1.500E+00	-2.530E-02	-4.566E-01	-4.185E-02
2	1.500E+00	-8.986E-02	7.199E-01	1.493E-02
3	1.500E+00	-8.282E-01	-5.623E-01	-7.621E-05
4	1.500E+00	-8.293E-01	-5.600E-01	-1.289E-04
5	1.500E+00	-5.169E-01	-1.402E+00	-1.691E-02
6	1.500E+00	-3.689E+00	-3.952E+00	9.887E-02
7	1.500E+00	6.478E-01	-1.004E+01	1.485E-01
8	1.500E+00	1.751E+01	9.439E+00	-1.919E-01
9	1.500E+00	2.878E+01	-8.247E+00	-4.936E-01
0	1.525E+00	1.072E-03	6.675E-03	-1.030E-04
1	1.525E+00	1.741E-01	-4.010E-01	-4.443E-02
2	1.525E+00	-2.688E-01	6.722E-01	2.460E-02
3	1.525E+00	-7.323E-01	-6.849E-01	-7.325E-05
4	1.525E+00	-7.337E-01	-6.872E-01	1.489E-04
5	1.525E+00	-3.905E-01	-1.430E+00	-2.060E-02
6	1.525E+00	-3.639E+00	-3.996E+00	9.794E-02
7	1.525E+00	6.958E-01	-1.003E+01	1.466E-01
8	1.525E+00	1.749E+01	9.469E+00	-1.916E-01
9	1.525E+00	2.879E+01	-8.219E+00	-4.944E-01
0	1.550E+00	1.011E-03	6.712E-03	-1.015E-04
1	1.550E+00	3.235E-01	-2.334E-01	-3.474E-02
2	1.550E+00	-4.298E-01	5.806E-01	3.263E-02
3	1.550E+00	-6.188E-01	-7.911E-01	-6.331E-05
4	1.550E+00	-6.163E-01	-7.917E-01	-2.050E-04
5	1.550E+00	-2.612E-01	-1.447E+00	-2.414E-02
6	1.550E+00	-3.588E+00	-4.039E+00	9.699E-02
7	1.550E+00	7.438E-01	-1.003E+01	1.446E-01
8	1.550E+00	1.748E+01	9.498E+00	-1.912E-01
9	1.550E+00	2.880E+01	-8.191E+00	-4.951E-01
0	1.575E+00	9.500E-04	6.749E-03	-1.001E-04
1	1.575E+00	3.508E-01	1.855E-02	-1.254E-02
2	1.575E+00	-5.623E-01	4.510E-01	3.850E-02
3	1.575E+00	-4.904E-01	-8.781E-01	-5.983E-05
4	1.575E+00	-4.915E-01	-8.760E-01	-1.018E-04
5	1.575E+00	-1.298E-01	-1.453E+00	-2.749E-02
6	1.575E+00	-3.537E+00	-4.081E+00	9.602E-02
7	1.575E+00	7.918E-01	-1.003E+01	1.426E-01
8	1.575E+00	1.746E+01	9.528E+00	-1.909E-01
9	1.575E+00	2.880E+01	-8.164E+00	-4.959E-01
0	1.600E+00	8.880E-04	6.785E-03	-9.858E-05
1	1.600E+00	1.869E-01	2.534E-01	1.548E-02
2	1.600E+00	-6.576E-01	2.919E-01	4.181E-02
3	1.600E+00	-3.503E-01	-9.441E-01	-5.926E-05
4	1.600E+00	-3.518E-01	-9.464E-01	1.641E-04
5	1.600E+00	2.569E-03	-1.448E+00	-3.062E-02
6	1.600E+00	-3.486E+00	-4.122E+00	9.504E-02
7	1.600E+00	8.398E-01	-1.002E+01	1.406E-01
8	1.600E+00	1.744E+01	9.558E+00	-1.905E-01
9	1.600E+00	2.881E+01	-8.136E+00	-4.966E-01
0	1.625E+00	8.254E-04	6.821E-03	-9.707E-05
1	1.625E+00	-1.114E-01	2.983E-01	3.116E-02
2	1.625E+00	-7.093E-01	1.141E-01	4.236E-02
3	1.625E+00	-2.020E-01	-9.877E-01	-5.193E-05
4	1.625E+00	-1.995E-01	-9.884E-01	-2.029E-04
5	1.625E+00	1.349E-01	-1.431E+00	-3.352E-02
6	1.625E+00	-3.434E+00	-4.163E+00	9.405E-02
7	1.625E+00	8.877E-01	-1.002E+01	1.387E-01
8	1.625E+00	1.742E+01	9.588E+00	-1.902E-01
9	1.625E+00	2.882E+01	-8.108E+00	-4.974E-01
0	1.650E+00	7.622E-04	6.856E-03	-9.553E-05
1	1.650E+00	-3.368E-01	1.283E-01	2.417E-02
2	1.650E+00	-7.143E-01	-7.085E-02	4.010E-02
3	1.650E+00	-4.889E-02	-1.008E+00	-5.144E-05
4	1.650E+00	-4.991E-02	-1.006E+00	-9.242E-05
5	1.650E+00	2.662E-01	-1.402E+00	-3.614E-02
6	1.650E+00	-3.381E+00	-4.204E+00	9.304E-02
7	1.650E+00	9.357E-01	-1.001E+01	1.367E-01
8	1.650E+00	1.741E+01	9.618E+00	-1.899E-01
9	1.650E+00	2.883E+01	-8.080E+00	-4.981E-01
0	1.675E+00	6.983E-04	6.890E-03	-9.397E-05
1	1.675E+00	-3.935E-01	-1.128E-01	4.096E-03
2	1.675E+00	-6.724E-01	-2.507E-01	3.521E-02
3	1.675E+00	1.054E-01	-1.004E+00	-5.388E-05
4	1.675E+00	1.040E-01	-1.006E+00	1.735E-04
5	1.675E+00	3.952E-01	-1.362E+00	-3.845E-02
6	1.675E+00	-3.328E+00	-4.243E+00	9.201E-02
7	1.675E+00	9.836E-01	-1.001E+01	1.347E-01
8	1.675E+00	1.739E+01	9.647E+00	-1.895E-01
9	1.675E+00	2.883E+01	-8.053E+00	-4.989E-01
0	1.700E+00	6.339E-04	6.923E-03	-9.239E-05
1	1.700E+00	-3.119E-01	-3.168E-01	-1.789E-02
2	1.700E+00	-5.864E-01	-4.137E-01	2.801E-02
3	1.700E+00	2.572E-01	-9.767E-01	-4.938E-05
4	1.700E+00	2.598E-01	-9.774E-01	-2.078E-04
5	1.700E+00	5.209E-01	-1.310E+00	-4.045E-02
6	1.700E+00	-3.274E+00	-4.282E+00	9.097E-02
7	1.700E+00	1.031E+00	-1.000E+01	1.327E-01
8	1.700E+00	1.737E+01	9.677E+00	-1.892E-01
9	1.700E+00	2.884E+01	-8.025E+00	-4.996E-01
0	1.725E+00	5.688E-04	6.955E-03	-9.079E-05
1	1.725E+00	-1.454E-01	-4.353E-01	-3.528E-02
2	1.725E+00	-4.623E-01	-5.494E-01	1.899E-02
3	1.725E+00	4.030E-01	-9.263E-01	-5.182E-05
4	1.725E+00	4.021E-01	-9.241E-01	-1.011E-04
5	1.725E+00	6.420E-01	-1.246E+00	-4.209E-02
6	1.725E+00	-3.220E+00	-4.320E+00	8.992E-02
7	1.725E+00	1.079E+00	-9.999E+00	1.307E-01
8	1.725E+00	1.735E+01	9.707E+00	-1.889E-01
9	1.725E+00	2.885E+01	-7.997E+00	-5.004E-01
0	1.750E+00	5.033E-04	6.987E-03	-8.917E-05
1	1.750E+00	5.650E-02	-4.476E-01	-4.423E-02
2	1.750E+00	-3.083E-01	-6.492E-01	8.730E-03
3	1.750E+00	5.394E-01	-8.539E-01	-5.720E-05
4	1.750E+00	5.380E-01	-8.562E-01	1.724E-04
5	1.750E+00	7.575E-01	-1.171E+00	-4.336E-02
6	1.750E+00	-3.166E+00	-4.358E+00	8.885E-02
7	1.750E+00	1.127E+00	-9.993E+00	1.287E-01
8	1.750E+00	1.734E+01	9.736E+00	-1.885E-01
9	1.750E+00	2.886E+01	-7.969E+00	-5.011E-01
0	1.775E+00	4.372E-04	7.017E-03	-8.754E-05
1	1.775E+00	2.433E-01	-3.459E-01	-4.206E-02
2	1.775E+00	-1.344E-01	-7.067E-01	-2.098E-03
3	1.775E+00	6.631E-01	-7.613E-01	-5.529E-05
4	1.775E+00	6.657E-01	-7.620E-01	-2.160E-04
5	1.775E+00	8.662E-01	-1.086E+00	-4.424E-02
6	1.775E+00	-3.110E+00	-4.395E+00	8.777E-02
7	1.775E+00	1.175E+00	-9.988E+00	1.267E-01
8	1.775E+00	1.732E+01	9.766E+00	-1.882E-01
9	1.775E+00	2.886E+01	-7.941E+00	-5.019E-01
0	1.800E+00	3.708E-04	7.047E-03	-8.590E-05
1	1.800E+00	3.531E-01	-1.381E-01	-2.713E-02
2	1.800E+00	4.817E-02	-7.185E-01	-1.280E-02
3	1.800E+00	7.712E-01	-6.507E-01	-6.004E-05
4	1.800E+00	7.704E-01	-6.484E-01	-1.189E-04
5	1.800E+00	9.670E-01	-9.910E-01	-4.472E-02
6	1.800E+00	-3.055E+00	-4.431E+00	8.667E-02
7	1.800E+00	1.223E+00	-9.982E+00	1.247E-01
8	1.800E+00	1.730E+01	9.796E+00	-1.878E-01
9	1.800E+00	2.887E+01	-7.914E+00	-5.026E-01
0	1.825E+00	3.040E-04	7.076E-03	-8.425E-05
1	1.825E+00	3.086E-01	1.252E-01	-1.098E-03
2	1.825E+00	2.277E-01	-6.840E-01	-2.268E-02
3	1.825E+00	8.610E-01	-5.244E-01	-6.759E-05
4	1.825E+00	8.596E-01	-5.266E-01	1.588E-04
5	1.825E+00	1.059E+00	-8.867E-01	-4.479E-02
6	1.825E+00	-2.999E+00	-4.466E+00	8.557E-02
7	1.825E+00	1.270E+00	-9.976E+00	1.227E-01
8	1.825E+00	1.728E+01	9.825E+00	-1.875E-01
9	1.825E+00	2.888E+01	-7.886E+00	-5.034E-01
0	1.850E+00	2.369E-04	7.103E-03	-8.260E-05
1	1.850E+00	7.104E-02	3.024E-01	2.444E-02
2	1.850E+00	3.927E-01	-6.055E-01	-3.113E-02
3	1.850E+00	9.303E-01	-3.855E-01	-6.750E-05
4	1.850E+00	9.329E-01	-3.861E-01	-2.263E-04
5	1.850E+00	1.141E+00	-7.742E-01	-4.445E-02
6	1.850E+00	-2.942E+00	-4.501E+00	8.444E-02
7	1.850E+00	1.318E+00	-9.969E+00	1.206E-01
8	1.850E+00	1.726E+01	9.855E+00	-1.871E-01
9	1.850E+00	2.889E+01	-7.858E+00	-5.041E-01
0	1.875E+00	1.695E-04	7.131E-03	-8.092E-05
1	1.875E+00	-2.217E-01	2.487E-01	3.080E-02
2	1.875E+00	5.328E-01	-4.880E-01	-3.761E-02
3	1.875E+00	9.775E-01	-2.372E-01	-7.357E-05
4	1.875E+00	9.767E-01	-2.349E-01	-1.340E-04
5	1.875E+00	1.213E+00	-6.543E-01	-4.369E-02
6	1.875E+00	-2.885E+00	-4.535E+00	8.331E-02
7	1.875E+00	1.366E+00	-9.962E+00	1.186E-01
8	1.875E+00	1.725E+01	9.884E+00	-1.868E-01
9	1.875E+00	2.889E+01	-7.830E+00	-5.049E-01
0	1.900E+00	1.019E-04	7.157E-03	-7.924E-05
1	1.900E+00	-3.803E-01	3.200E-02	1.692E-02
2	1.900E+00	6.390E-01	-3.391E-01	-4.170E-02
3	1.900E+00	1.001E+00	-8.296E-02	-8.200E-05
4	1.900E+00	9.995E-01	-8.514E-02	1.368E-04
5	1.900E+00	1.273E+00	-5.283E-01	-4.253E-02
6	1.900E+00	-2.827E+00	-4.569E+00	8.216E-02
7	1.900E+00	1.414E+00	-9.956E+00	1.166E-01
8	1.900E+00	1.723E+01	9.914E+00	-1.865E-01
9	1.900E+00	2.890E+01	-7.802E+00	-5.056E-01
0	1.925E+00	3.394E-05	7.182E-03	-7.755E-05
1	1.925E+00	-3.750E-01	-2.029E-01	-4.973E-03
2	1.925E+00	7.046E-01	-1.682E-01	-4.314E-02
3	1.925E+00	1.000E+00	7.339E-02	-8.252E-05
4	1.925E+00	1.003E+00	7.274E-02	-2.395E-04
5	1.925E+00	1.321E+00	-3.973E-01	-4.097E-02
6	1.925E+00	-2.769E+00	-4.601E+00	8.100E-02
7	1.925E+00	1.461E+00	-9.948E+00	1.146E-01
8	1.925E+00	1.721E+01	9.943E+00	-1.861E-01
9	1.925E+00	2.891E+01	-7.774E+00	-5.063E-01
0	1.950E+00	-3.423E-05	7.207E-03	-7.586E-05
1	1.950E+00	-2.529E-01	-3.761E-01	-2.569E-02
2	1.950E+00	7.252E-01	1.394E-02	-4.184E-02
3	1.950E+00	9.750E-01	2.281E-01	-8.874E-05
4	1.950E+00	9.742E-01	2.304E-01	-1.398E-04
5	1.950E+00	1.357E+00	-2.625E-01	-3.903E-02
6	1.950E+00	-2.711E+00	-4.633E+00	7.982E-02
7	1.950E+00	1.509E+00	-9.941E+00	1.126E-01
8	1.950E+00	1.719E+01	9.973E+00	-1.858E-01
9	1.950E+00	2.891E+01	-7.747E+00	-5.071E-01
0	1.975E+00	-1.026E-04	7.231E-03	-7.416E-05
1	1.975E+00	-6.630E-02	-4.535E-01	-4.005E-02
2	1.975E+00	6.994E-01	1.956E-01	-3.786E-02
3	1.975E+00	9.258E-01	3.774E-01	-9.659E-05
4	1.975E+00	9.243E-01	3.753E-01	1.149E-04
5	1.975E+00	1.381E+00	-1.251E-01	-3.673E-02
6	1.975E+00	-2.652E+00	-4.664E+00	7.863E-02
7	1.975E+00	1.556E+00	-9.933E+00	1.105E-01
8	1.975E+00	1.717E+01	1.000E+01	-1.854E-01
9	1.975E+00	2.892E+01	-7.719E+00	-5.078E-01
0	2.000E+00	-1.712E-04	7.254E-03	-7.245E-05
1	2.000E+00	1.359E-01	-4.201E-01	-4.479E-02
2	2.000E+00	6.287E-01	3.652E-01	-3.145E-02
3	2.000E+00	8.536E-01	5.175E-01	-9.635E-05
4	2.000E+00	8.561E-01	5.168E-01	-2.562E-04
5	2.000E+00	1.391E+00	1.339E-02	-3.408E-02
6	2.000E+00	-2.593E+00	-4.695E+00	7.743E-02
7	2.000E+00	1.604E+00	-9.926E+00	1.085E-01
8	2.000E+00	1.715E+01	1.003E+01	-1.851E-01
9	2.000E+00	2.893E+01	-7.691E+00	-5.086E-01
0	2.025E+00	-2.400E-04	7.276E-03	-7.074E-05
1	2.025E+00	3.002E-01	-2.732E-01	-3.758E-02
2	2.025E+00	5.173E-01	5.116E-01	-2.302E-02
3	2.025E+00	7.600E-01	6.448E-01	-1.015E-04
4	2.025E+00	7.592E-01	6.471E-01	-1.384E-04
5	2.025E+00	1.389E+00	1.519E-01	-3.113E-02
6	2.025E+00	-2.533E+00	-4.724E+00	7.622E-02
7	2.025E+00	1.651E+00	-9.918E+00	1.065E-01
8	2.025E+00	1.714E+01	1.006E+01	-1.847E-01
9	2.025E+00	2.894E+01	-7.663E+00	-5.093E-01
0	2.050E+00	-3.090E-04	7.298E-03	-6.902E-05
1	2.050E+00	3.574E-01	-3.275E-02	-1.760E-02
2	2.050E+00	3.723E-01	6.253E-01	-1.309E-02
3	2.050E+00	6.473E-01	7.561E-01	-1.075E-04
4	2.050E+00	6.457E-01	7.540E-01	1.021E-04
5	2.050E+00	1.374E+00	2.890E-01	-2.790E-02
6	2.050E+00	-2.473E+00	-4.753E+00	7.500E-02
7	2.050E+00	1.699E+00	-9.909E+00	1.044E-01
8	2.050E+00	1.712E+01	1.009E+01	-1.844E-01
9	2.050E+00	2.894E+01	-7.635E+00	-5.101E-01
0	2.075E+00	-3.782E-04	7.319E-03	-6.730E-05
1	2.075E+00	2.324E-01	2.184E-01	1.042E-02
2	2.075E+00	2.030E-01	6.986E-01	-2.320E-03
3	2.075E+00	5.181E-01	8.483E-01	-1.050E-04
4	2.075E+00	5.206E-01	8.475E-01	-2.730E-04
5	2.075E+00	1.347E+00	4.237E-01	-2.442E-02
6	2.075E+00	-2.413E+00	-4.781E+00	7.376E-02
7	2.075E+00	1.746E+00	-9.901E+00	1.024E-01
8	2.075E+00	1.710E+01	1.012E+01	-1.840E-01
9	2.075E+00	2.895E+01	-7.607E+00	-5.108E-01
0	2.100E+00	-4.476E-04	7.339E-03	-6.556E-05
1	2.100E+00	-5.479E-02	3.100E-01	2.998E-02
2	2.100E+00	2.041E-02	7.266E-01	8.600E-03
3	2.100E+00	3.757E-01	9.190E-01	-1.077E-04
4	2.100E+00	3.749E-01	9.213E-01	-1.364E-04
5	2.100E+00	1.309E+00	5.547E-01	-2.072E-02
6	2.100E+00	-2.352E+00	-4.809E+00	7.251E-02
7	2.100E+00	1.793E+00	-9.892E+00	1.004E-01
8	2.100E+00	1.708E+01	1.015E+01	-1.837E-01
9	2.100E+00	2.896E+01	-7.579E+00	-5.115E-01
0	2.125E+00	-5.174E-04	7.359E-03	-6.380E-05
1	2.125E+00	-3.076E-01	1.718E-01	2.699E-02
2	2.125E+00	-1.636E-01	7.073E-01	1.895E-02
3	2.125E+00	2.236E-01	9.665E-01	-1.106E-04
4	2.125E+00	2.221E-01	9.643E-01	1.027E-04
5	2.125E+00	1.259E+00	6.810E-01	-1.685E-02
6	2.125E+00	-2.290E+00	-4.835E+00	7.125E-02
7	2.125E+00	1.841E+00	-9.883E+00	9.832E-02
8	2.125E+00	1.706E+01	1.018E+01	-1.833E-01
9	2.125E+00	2.896E+01	-7.551E+00	-5.123E-01
0	2.150E+00	-5.876E-04	7.379E-03	-6.203E-05
1	2.150E+00	-3.965E-01	-6.632E-02	8.440E-03
2	2.150E+00	-3.368E-01	6.417E-01	2.804E-02
3	2.150E+00	6.576E-02	9.891E-01	-1.047E-04
4	2.150E+00	6.832E-02	9.883E-01	-2.814E-04
5	2.150E+00	1.198E+00	8.016E-01	-1.283E-02
6	2.150E+00	-2.229E+00	-4.861E+00	6.998E-02
7	2.150E+00	1.888E+00	-9.873E+00	9.627E-02
8	2.150E+00	1.704E+01	1.021E+01	-1.830E-01
9	2.150E+00	2.897E+01	-7.524E+00	-5.130E-01
0	2.175E+00	-6.581E-04	7.398E-03	-6.024E-05
1	2.175E+00	-3.375E-01	-2.825E-01	-1.380E-02
2	2.175E+00	-4.877E-01	5.342E-01	3.528E-02
3	2.175E+00	-9.375E-02	9.863E-01	-1.040E-04
4	2.175E+00	-9.447E-02	9.886E-01	-1.373E-04
5	2.175E+00	1.127E+00	9.156E-01	-8.707E-03
6	2.175E+00	-2.167E+00	-4.886E+00	6.870E-02
7	2.175E+00	1.935E+00	-9.864E+00	9.422E-02
8	2.175E+00	1.702E+01	1.024E+01	-1.826E-01
9	2.175E+00	2.898E+01	-7.496E+00	-5.138E-01
0	2.200E+00	-7.290E-04	7.416E-03	-5.843E-05
1	2.200E+00	-1.835E-01	-4.197E-01	-3.243E-02
2	2.200E+00	-6.065E-01	3.918E-01	4.017E-02
3	2.200E+00	-2.509E-01	9.583E-01	-1.035E-04
