v0	t	earth_x	earth_y	U	K
1.44	7.300E+01	-1.420E+02	6.138E+01	-7.655E-07	5.185E-06
1.44	7.400E+01	-1.437E+02	6.207E+01	-7.564E-07	5.176E-06
1.44	7.500E+01	-1.455E+02	6.275E+01	-7.476E-07	5.167E-06
1.44	7.600E+01	-1.472E+02	6.343E+01	-7.389E-07	5.159E-06
1.44	7.700E+01	-1.489E+02	6.411E+01	-7.305E-07	5.150E-06
1.44	7.800E+01	-1.506E+02	6.479E+01	-7.222E-07	5.142E-06
1.44	7.900E+01	-1.524E+02	6.547E+01	-7.142E-07	5.134E-06
1.44	8.000E+01	-1.541E+02	6.615E+01	-7.063E-07	5.126E-06
1.44	8.100E+01	-1.558E+02	6.683E+01	-6.986E-07	5.118E-06
1.44	8.200E+01	-1.575E+02	6.751E+01	-6.911E-07	5.111E-06
1.44	8.300E+01	-1.592E+02	6.819E+01	-6.837E-07	5.104E-06
1.44	8.400E+01	-1.610E+02	6.887E+01	-6.765E-07	5.096E-06
1.44	8.500E+01	-1.627E+02	6.954E+01	-6.695E-07	5.089E-06
1.44	8.600E+01	-1.644E+02	7.022E+01	-6.626E-07	5.082E-06
1.44	8.700E+01	-1.661E+02	7.090E+01	-6.558E-07	5.076E-06
1.44	8.800E+01	-1.678E+02	7.157E+01	-6.492E-07	5.069E-06
1.44	8.900E+01	-1.695E+02	7.225E+01	-6.427E-07	5.063E-06
1.44	9.000E+01	-1.712E+02	7.292E+01	-6.364E-07	5.056E-06
1.44	9.100E+01	-1.729E+02	7.360E+01	-6.302E-07	5.050E-06
1.44	9.200E+01	-1.746E+02	7.427E+01	-6.241E-07	5.044E-06
1.44	9.300E+01	-1.763E+02	7.494E+01	-6.181E-07	5.038E-06
1.44	9.400E+01	-1.780E+02	7.562E+01	-6.123E-07	5.032E-06
1.44	9.500E+01	-1.797E+02	7.629E+01	-6.065E-07	5.026E-06
1.44	9.600E+01	-1.814E+02	7.696E+01	-6.009E-07	5.021E-06
1.44	9.700E+01	-1.831E+02	7.763E+01	-5.954E-07	5.015E-06
1.44	9.800E+01	-1.848E+02	7.830E+01	-5.900E-07	5.010E-06
1.44	9.900E+01	-1.865E+02	7.897E+01	-5.846E-07	5.004E-06
1.44	1.000E+02	-1.882E+02	7.965E+01	-5.794E-07	4.999E-06
1.44	1.010E+02	-1.899E+02	8.032E+01	-5.743E-07	4.994E-06
1.44	1.020E+02	-1.916E+02	8.099E+01	-5.693E-07	4.989E-06
1.44	1.030E+02	-1.933E+02	8.165E+01	-5.643E-07	4.984E-06
1.44	1.040E+02	-1.950E+02	8.232E+01	-5.595E-07	4.979E-06
1.44	1.050E+02	-1.967E+02	8.299E+01	-5.547E-07	4.975E-06
1.44	1.060E+02	-1.984E+02	8.366E+01	-5.500E-07	4.970E-06
1.44	1.070E+02	-2.001E+02	8.433E+01	-5.454E-07	4.965E-06
1.44	1.080E+02	-2.018E+02	8.500E+01	-5.409E-07	4.961E-06
1.44	1.090E+02	-2.035E+02	8.566E+01	-5.364E-07	4.956E-06
1.44	1.100E+02	-2.052E+02	8.633E+01	-5.320E-07	4.952E-06
1.44	1.110E+02	-2.069E+02	8.700E+01	-5.277E-07	4.948E-06
1.44	1.120E+02	-2.086E+02	8.766E+01	-5.235E-07	4.943E-06
1.44	1.130E+02	-2.103E+02	8.833E+01	-5.193E-07	4.939E-06
1.44	1.140E+02	-2.119E+02	8.900E+01	-5.152E-07	4.935E-06
1.44	1.150E+02	-2.136E+02	8.966E+01	-5.112E-07	4.931E-06
1.44	1.160E+02	-2.153E+02	9.033E+01	-5.072E-07	4.927E-06
1.44	1.170E+02	-2.170E+02	9.099E+01	-5.033E-07	4.923E-06
1.44	1.180E+02	-2.187E+02	9.166E+01	-4.995E-07	4.919E-06
1.44	1.190E+02	-2.204E+02	9.232E+01	-4.957E-07	4.916E-06
1.44	1.200E+02	-2.221E+02	9.299E+01	-4.920E-07	4.912E-06
1.44	1.210E+02	-2.237E+02	9.365E+01	-4.883E-07	4.908E-06
1.44	1.220E+02	-2.254E+02	9.431E+01	-4.847E-07	4.905E-06
1.44	1.230E+02	-2.271E+02	9.498E+01	-4.811E-07	4.901E-06
1.44	1.240E+02	-2.288E+02	9.564E+01	-4.776E-07	4.897E-06
1.44	1.250E+02	-2.305E+02	9.630E+01	-4.742E-07	4.894E-06
1.44	1.260E+02	-2.321E+02	9.697E+01	-4.708E-07	4.891E-06
1.44	1.270E+02	-2.338E+02	9.763E+01	-4.674E-07	4.887E-06
1.44	1.280E+02	-2.355E+02	9.829E+01	-4.641E-07	4.884E-06
1.44	1.290E+02	-2.372E+02	9.895E+01	-4.609E-07	4.881E-06
1.44	1.300E+02	-2.389E+02	9.962E+01	-4.576E-07	4.877E-06
1.44	1.310E+02	-2.405E+02	1.003E+02	-4.545E-07	4.874E-06
1.44	1.320E+02	-2.422E+02	1.009E+02	-4.514E-07	4.871E-06
1.44	1.330E+02	-2.439E+02	1.016E+02	-4.483E-07	4.868E-06
1.44	1.340E+02	-2.456E+02	1.023E+02	-4.452E-07	4.865E-06
1.44	1.350E+02	-2.472E+02	1.029E+02	-4.422E-07	4.862E-06
1.44	1.360E+02	-2.489E+02	1.036E+02	-4.393E-07	4.859E-06
1.44	1.370E+02	-2.506E+02	1.042E+02	-4.364E-07	4.856E-06
1.44	1.380E+02	-2.523E+02	1.049E+02	-4.335E-07	4.853E-06
1.44	1.390E+02	-2.539E+02	1.056E+02	-4.307E-07	4.851E-06
1.44	1.400E+02	-2.556E+02	1.062E+02	-4.279E-07	4.848E-06
1.44	1.410E+02	-2.573E+02	1.069E+02	-4.251E-07	4.845E-06
1.44	1.420E+02	-2.589E+02	1.075E+02	-4.224E-07	4.842E-06
1.44	1.430E+02	-2.606E+02	1.082E+02	-4.197E-07	4.840E-06
1.44	1.440E+02	-2.623E+02	1.089E+02	-4.171E-07	4.837E-06
1.44	1.450E+02	-2.640E+02	1.095E+02	-4.144E-07	4.834E-06
1.44	1.460E+02	-2.656E+02	1.102E+02	-4.118E-07	4.832E-06
1.44	1.470E+02	-2.673E+02	1.108E+02	-4.093E-07	4.829E-06
1.44	1.480E+02	-2.690E+02	1.115E+02	-4.068E-07	4.827E-06
1.44	1.490E+02	-2.706E+02	1.122E+02	-4.043E-07	4.824E-06
1.44	1.500E+02	-2.723E+02	1.128E+02	-4.018E-07	4.822E-06
1.44	1.510E+02	-2.740E+02	1.135E+02	-3.994E-07	4.819E-06
1.44	1.520E+02	-2.756E+02	1.141E+02	-3.970E-07	4.817E-06
1.44	1.530E+02	-2.773E+02	1.148E+02	-3.946E-07	4.814E-06
1.44	1.540E+02	-2.790E+02	1.154E+02	-3.923E-07	4.812E-06
1.44	1.550E+02	-2.806E+02	1.161E+02	-3.900E-07	4.810E-06
1.44	1.560E+02	-2.823E+02	1.168E+02	-3.877E-07	4.808E-06
1.44	1.570E+02	-2.840E+02	1.174E+02	-3.854E-07	4.805E-06
1.44	1.580E+02	-2.856E+02	1.181E+02	-3.832E-07	4.803E-06
1.44	1.590E+02	-2.873E+02	1.187E+02	-3.810E-07	4.801E-06
1.44	1.600E+02	-2.890E+02	1.194E+02	-3.788E-07	4.799E-06
1.44	1.610E+02	-2.906E+02	1.200E+02	-3.767E-07	4.796E-06
1.44	1.620E+02	-2.923E+02	1.207E+02	-3.745E-07	4.794E-06
1.44	1.630E+02	-2.940E+02	1.213E+02	-3.724E-07	4.792E-06
1.44	1.640E+02	-2.956E+02	1.220E+02	-3.703E-07	4.790E-06
1.44	1.650E+02	-2.973E+02	1.227E+02	-3.683E-07	4.788E-06
1.44	1.660E+02	-2.989E+02	1.233E+02	-3.662E-07	4.786E-06
1.44	1.670E+02	-3.006E+02	1.240E+02	-3.642E-07	4.784E-06
1.44	1.680E+02	-3.023E+02	1.246E+02	-3.622E-07	4.782E-06
1.44	1.690E+02	-3.039E+02	1.253E+02	-3.603E-07	4.780E-06
1.44	1.700E+02	-3.056E+02	1.259E+02	-3.583E-07	4.778E-06
1.44	1.710E+02	-3.072E+02	1.266E+02	-3.564E-07	4.776E-06
1.44	1.720E+02	-3.089E+02	1.272E+02	-3.545E-07	4.774E-06
1.44	1.730E+02	-3.106E+02	1.279E+02	-3.526E-07	4.772E-06
1.44	1.740E+02	-3.122E+02	1.285E+02	-3.508E-07	4.771E-06
1.44	1.750E+02	-3.139E+02	1.292E+02	-3.489E-07	4.769E-06
1.44	1.760E+02	-3.155E+02	1.299E+02	-3.471E-07	4.767E-06
1.44	1.770E+02	-3.172E+02	1.305E+02	-3.453E-07	4.765E-06
1.44	1.780E+02	-3.189E+02	1.312E+02	-3.435E-07	4.763E-06
1.44	1.790E+02	-3.205E+02	1.318E+02	-3.417E-07	4.762E-06
1.44	1.800E+02	-3.222E+02	1.325E+02	-3.400E-07	4.760E-06
1.44	1.810E+02	-3.238E+02	1.331E+02	-3.383E-07	4.758E-06
1.44	1.820E+02	-3.255E+02	1.338E+02	-3.366E-07	4.756E-06
1.44	1.830E+02	-3.271E+02	1.344E+02	-3.349E-07	4.755E-06
1.44	1.840E+02	-3.288E+02	1.351E+02	-3.332E-07	4.753E-06
1.44	1.850E+02	-3.305E+02	1.357E+02	-3.315E-07	4.751E-06
1.44	1.860E+02	-3.321E+02	1.364E+02	-3.299E-07	4.750E-06
1.44	1.870E+02	-3.338E+02	1.370E+02	-3.283E-07	4.748E-06
1.44	1.880E+02	-3.354E+02	1.377E+02	-3.266E-07	4.746E-06
1.44	1.890E+02	-3.371E+02	1.383E+02	-3.250E-07	4.745E-06
1.44	1.900E+02	-3.387E+02	1.390E+02	-3.235E-07	4.743E-06
1.44	1.910E+02	-3.404E+02	1.396E+02	-3.219E-07	4.742E-06
1.44	1.920E+02	-3.420E+02	1.403E+02	-3.204E-07	4.740E-06
1.44	1.930E+02	-3.437E+02	1.410E+02	-3.188E-07	4.739E-06
1.44	1.940E+02	-3.453E+02	1.416E+02	-3.173E-07	4.737E-06
1.44	1.950E+02	-3.470E+02	1.423E+02	-3.158E-07	4.736E-06
1.44	1.960E+02	-3.487E+02	1.429E+02	-3.143E-07	4.734E-06
1.44	1.970E+02	-3.503E+02	1.436E+02	-3.128E-07	4.733E-06
1.44	1.980E+02	-3.520E+02	1.442E+02	-3.114E-07	4.731E-06
1.44	1.990E+02	-3.536E+02	1.449E+02	-3.099E-07	4.730E-06
1.44	2.000E+02	-3.553E+02	1.455E+02	-3.085E-07	4.728E-06
1.44	2.010E+02	-3.569E+02	1.462E+02	-3.071E-07	4.727E-06
1.44	2.020E+02	-3.586E+02	1.468E+02	-3.057E-07	4.725E-06
1.44	2.030E+02	-3.602E+02	1.475E+02	-3.043E-07	4.724E-06
1.44	2.040E+02	-3.619E+02	1.481E+02	-3.029E-07	4.723E-06
1.44	2.050E+02	-3.635E+02	1.488E+02	-3.015E-07	4.721E-06
1.44	2.060E+02	-3.652E+02	1.494E+02	-3.002E-07	4.720E-06
1.44	2.070E+02	-3.668E+02	1.501E+02	-2.988E-07	4.719E-06
1.44	2.080E+02	-3.685E+02	1.507E+02	-2.975E-07	4.717E-06
1.44	2.090E+02	-3.701E+02	1.514E+02	-2.962E-07	4.716E-06
1.44	2.100E+02	-3.718E+02	1.520E+02	-2.949E-07	4.715E-06
1.44	2.110E+02	-3.734E+02	1.527E+02	-2.936E-07	4.713E-06
1.44	2.120E+02	-3.751E+02	1.533E+02	-2.923E-07	4.712E-06
1.44	2.130E+02	-3.767E+02	1.540E+02	-2.910E-07	4.711E-06
1.44	2.140E+02	-3.784E+02	1.546E+02	-2.898E-07	4.710E-06
1.44	2.150E+02	-3.800E+02	1.553E+02	-2.885E-07	4.708E-06
1.44	2.160E+02	-3.817E+02	1.559E+02	-2.873E-07	4.707E-06
1.44	2.170E+02	-3.833E+02	1.566E+02	-2.860E-07	4.706E-06
1.44	2.180E+02	-3.850E+02	1.572E+02	-2.848E-07	4.705E-06
1.44	2.190E+02	-3.866E+02	1.579E+02	-2.836E-07	4.703E-06
1.44	2.200E+02	-3.882E+02	1.585E+02	-2.824E-07	4.702E-06
1.44	2.210E+02	-3.899E+02	1.592E+02	-2.812E-07	4.701E-06
1.44	2.220E+02	-3.915E+02	1.598E+02	-2.801E-07	4.700E-06
1.44	2.230E+02	-3.932E+02	1.605E+02	-2.789E-07	4.699E-06
1.44	2.240E+02	-3.948E+02	1.611E+02	-2.777E-07	4.698E-06
1.44	2.250E+02	-3.965E+02	1.618E+02	-2.766E-07	4.696E-06
1.44	2.260E+02	-3.981E+02	1.624E+02	-2.754E-07	4.695E-06
1.44	2.270E+02	-3.998E+02	1.631E+02	-2.743E-07	4.694E-06
1.44	2.280E+02	-4.014E+02	1.637E+02	-2.732E-07	4.693E-06
1.44	2.290E+02	-4.031E+02	1.644E+02	-2.721E-07	4.692E-06
1.44	2.300E+02	-4.047E+02	1.650E+02	-2.710E-07	4.691E-06
1.44	2.310E+02	-4.064E+02	1.657E+02	-2.699E-07	4.690E-06
1.44	2.320E+02	-4.080E+02	1.663E+02	-2.688E-07	4.689E-06
1.44	2.330E+02	-4.096E+02	1.669E+02	-2.677E-07	4.688E-06
1.44	2.340E+02	-4.113E+02	1.676E+02	-2.667E-07	4.686E-06
1.44	2.350E+02	-4.129E+02	1.682E+02	-2.656E-07	4.685E-06
1.44	2.360E+02	-4.146E+02	1.689E+02	-2.646E-07	4.684E-06
1.44	2.370E+02	-4.162E+02	1.695E+02	-2.635E-07	4.683E-06
1.44	2.380E+02	-4.179E+02	1.702E+02	-2.625E-07	4.682E-06
1.44	2.390E+02	-4.195E+02	1.708E+02	-2.615E-07	4.681E-06
1.44	2.400E+02	-4.212E+02	1.715E+02	-2.605E-07	4.680E-06
1.44	2.410E+02	-4.228E+02	1.721E+02	-2.594E-07	4.679E-06
1.44	2.420E+02	-4.244E+02	1.728E+02	-2.584E-07	4.678E-06
1.44	2.430E+02	-4.261E+02	1.734E+02	-2.575E-07	4.677E-06
1.44	2.440E+02	-4.277E+02	1.741E+02	-2.565E-07	4.676E-06
1.44	2.450E+02	-4.294E+02	1.747E+02	-2.555E-07	4.675E-06
1.44	2.460E+02	-4.310E+02	1.754E+02	-2.545E-07	4.674E-06
1.44	2.470E+02	-4.327E+02	1.760E+02	-2.536E-07	4.673E-06
1.44	2.480E+02	-4.343E+02	1.767E+02	-2.526E-07	4.672E-06
1.44	2.490E+02	-4.359E+02	1.773E+02	-2.517E-07	4.671E-06
1.44	2.500E+02	-4.376E+02	1.780E+02	-2.507E-07	4.671E-06
1.44	2.510E+02	-4.392E+02	1.786E+02	-2.498E-07	4.670E-06
1.44	2.520E+02	-4.409E+02	1.793E+02	-2.489E-07	4.669E-06
1.44	2.530E+02	-4.425E+02	1.799E+02	-2.479E-07	4.668E-06
1.44	2.540E+02	-4.441E+02	1.805E+02	-2.470E-07	4.667E-06
1.44	2.550E+02	-4.458E+02	1.812E+02	-2.461E-07	4.666E-06
1.44	2.560E+02	-4.474E+02	1.818E+02	-2.452E-07	4.665E-06
1.44	2.570E+02	-4.491E+02	1.825E+02	-2.443E-07	4.664E-06
1.44	2.580E+02	-4.507E+02	1.831E+02	-2.434E-07	4.663E-06
1.44	2.590E+02	-4.523E+02	1.838E+02	-2.426E-07	4.662E-06
1.44	2.600E+02	-4.540E+02	1.844E+02	-2.417E-07	4.662E-06
1.44	2.610E+02	-4.556E+02	1.851E+02	-2.408E-07	4.661E-06
1.44	2.620E+02	-4.573E+02	1.857E+02	-2.400E-07	4.660E-06
1.44	2.630E+02	-4.589E+02	1.864E+02	-2.391E-07	4.659E-06
1.44	2.640E+02	-4.605E+02	1.870E+02	-2.383E-07	4.658E-06
1.44	2.650E+02	-4.622E+02	1.877E+02	-2.374E-07	4.657E-06
1.44	2.660E+02	-4.638E+02	1.883E+02	-2.366E-07	4.656E-06
1.44	2.670E+02	-4.655E+02	1.889E+02	-2.358E-07	4.656E-06
1.44	2.680E+02	-4.671E+02	1.896E+02	-2.349E-07	4.655E-06
1.44	2.690E+02	-4.687E+02	1.902E+02	-2.341E-07	4.654E-06
1.44	2.700E+02	-4.704E+02	1.909E+02	-2.333E-07	4.653E-06
1.44	2.710E+02	-4.720E+02	1.915E+02	-2.325E-07	4.652E-06
1.44	2.720E+02	-4.737E+02	1.922E+02	-2.317E-07	4.652E-06
1.44	2.730E+02	-4.753E+02	1.928E+02	-2.309E-07	4.651E-06
1.44	2.740E+02	-4.769E+02	1.935E+02	-2.301E-07	4.650E-06
1.44	2.750E+02	-4.786E+02	1.941E+02	-2.293E-07	4.649E-06
1.44	2.760E+02	-4.802E+02	1.948E+02	-2.286E-07	4.648E-06
1.44	2.770E+02	-4.818E+02	1.954E+02	-2.278E-07	4.648E-06
1.44	2.780E+02	-4.835E+02	1.960E+02	-2.270E-07	4.647E-06
1.44	2.790E+02	-4.851E+02	1.967E+02	-2.262E-07	4.646E-06
1.44	2.800E+02	-4.868E+02	1.973E+02	-2.255E-07	4.645E-06
1.44	2.810E+02	-4.884E+02	1.980E+02	-2.247E-07	4.645E-06
1.44	2.820E+02	-4.900E+02	1.986E+02	-2.240E-07	4.644E-06
1.44	2.830E+02	-4.917E+02	1.993E+02	-2.232E-07	4.643E-06
1.44	2.840E+02	-4.933E+02	1.999E+02	-2.225E-07	4.642E-06
1.44	2.850E+02	-4.949E+02	2.006E+02	-2.218E-07	4.642E-06
1.44	2.860E+02	-4.966E+02	2.012E+02	-2.210E-07	4.641E-06
1.44	2.870E+02	-4.982E+02	2.019E+02	-2.203E-07	4.640E-06
1.44	2.880E+02	-4.999E+02	2.025E+02	-2.196E-07	4.639E-06
1.44	2.890E+02	-5.015E+02	2.031E+02	-2.189E-07	4.639E-06
1.44	2.900E+02	-5.031E+02	2.038E+02	-2.182E-07	4.638E-06
1.44	2.910E+02	-5.048E+02	2.044E+02	-2.175E-07	4.637E-06
1.44	2.920E+02	-5.064E+02	2.051E+02	-2.168E-07	4.637E-06
1.44	2.930E+02	-5.080E+02	2.057E+02	-2.161E-07	4.636E-06
1.44	2.940E+02	-5.097E+02	2.064E+02	-2.154E-07	4.635E-06
1.44	2.950E+02	-5.113E+02	2.070E+02	-2.147E-07	4.635E-06
1.44	2.960E+02	-5.129E+02	2.077E+02	-2.140E-07	4.634E-06
1.44	2.970E+02	-5.146E+02	2.083E+02	-2.133E-07	4.633E-06
1.44	2.980E+02	-5.162E+02	2.089E+02	-2.127E-07	4.632E-06
1.44	2.990E+02	-5.178E+02	2.096E+02	-2.120E-07	4.632E-06
1.44	3.000E+02	-5.195E+02	2.102E+02	-2.113E-07	4.631E-06
1.44	3.010E+02	-5.211E+02	2.109E+02	-2.107E-07	4.630E-06
1.44	3.020E+02	-5.227E+02	2.115E+02	-2.100E-07	4.630E-06
1.44	3.030E+02	-5.244E+02	2.122E+02	-2.094E-07	4.629E-06
1.44	3.040E+02	-5.260E+02	2.128E+02	-2.087E-07	4.629E-06
1.44	3.050E+02	-5.277E+02	2.135E+02	-2.081E-07	4.628E-06
1.44	3.060E+02	-5.293E+02	2.141E+02	-2.074E-07	4.627E-06
1.44	3.070E+02	-5.309E+02	2.147E+02	-2.068E-07	4.627E-06
1.44	3.080E+02	-5.326E+02	2.154E+02	-2.062E-07	4.626E-06
1.44	3.090E+02	-5.342E+02	2.160E+02	-2.055E-07	4.625E-06
1.44	3.100E+02	-5.358E+02	2.167E+02	-2.049E-07	4.625E-06
1.44	3.110E+02	-5.375E+02	2.173E+02	-2.043E-07	4.624E-06
1.44	3.120E+02	-5.391E+02	2.180E+02	-2.037E-07	4.623E-06
1.44	3.130E+02	-5.407E+02	2.186E+02	-2.031E-07	4.623E-06
1.44	3.140E+02	-5.424E+02	2.192E+02	-2.025E-07	4.622E-06
1.44	3.150E+02	-5.440E+02	2.199E+02	-2.018E-07	4.622E-06
1.44	3.160E+02	-5.456E+02	2.205E+02	-2.012E-07	4.621E-06
1.44	3.170E+02	-5.473E+02	2.212E+02	-2.006E-07	4.620E-06
1.44	3.180E+02	-5.489E+02	2.218E+02	-2.001E-07	4.620E-06
1.44	3.190E+02	-5.505E+02	2.225E+02	-1.995E-07	4.619E-06
1.44	3.200E+02	-5.522E+02	2.231E+02	-1.989E-07	4.619E-06
1.44	3.210E+02	-5.538E+02	2.238E+02	-1.983E-07	4.618E-06
1.44	3.220E+02	-5.554E+02	2.244E+02	-1.977E-07	4.618E-06
1.44	3.230E+02	-5.570E+02	2.250E+02	-1.971E-07	4.617E-06
1.44	3.240E+02	-5.587E+02	2.257E+02	-1.966E-07	4.616E-06
1.44	3.250E+02	-5.603E+02	2.263E+02	-1.960E-07	4.616E-06
1.44	3.260E+02	-5.619E+02	2.270E+02	-1.954E-07	4.615E-06
1.44	3.270E+02	-5.636E+02	2.276E+02	-1.949E-07	4.615E-06
1.44	3.280E+02	-5.652E+02	2.283E+02	-1.943E-07	4.614E-06
1.44	3.290E+02	-5.668E+02	2.289E+02	-1.937E-07	4.614E-06
1.44	3.300E+02	-5.685E+02	2.295E+02	-1.932E-07	4.613E-06
1.44	3.310E+02	-5.701E+02	2.302E+02	-1.926E-07	4.612E-06
1.44	3.320E+02	-5.717E+02	2.308E+02	-1.921E-07	4.612E-06
1.44	3.330E+02	-5.734E+02	2.315E+02	-1.915E-07	4.611E-06
1.44	3.340E+02	-5.750E+02	2.321E+02	-1.910E-07	4.611E-06
1.44	3.350E+02	-5.766E+02	2.328E+02	-1.905E-07	4.610E-06
1.44	3.360E+02	-5.783E+02	2.334E+02	-1.899E-07	4.610E-06
1.44	3.370E+02	-5.799E+02	2.340E+02	-1.894E-07	4.609E-06
1.44	3.380E+02	-5.815E+02	2.347E+02	-1.889E-07	4.609E-06
1.44	3.390E+02	-5.832E+02	2.353E+02	-1.883E-07	4.608E-06
1.44	3.400E+02	-5.848E+02	2.360E+02	-1.878E-07	4.608E-06
1.44	3.410E+02	-5.864E+02	2.366E+02	-1.873E-07	4.607E-06
1.44	3.420E+02	-5.880E+02	2.373E+02	-1.868E-07	4.607E-06
1.44	3.430E+02	-5.897E+02	2.379E+02	-1.863E-07	4.606E-06
1.44	3.440E+02	-5.913E+02	2.385E+02	-1.857E-07	4.606E-06
1.44	3.450E+02	-5.929E+02	2.392E+02	-1.852E-07	4.605E-06
1.44	3.460E+02	-5.946E+02	2.398E+02	-1.847E-07	4.605E-06
1.44	3.470E+02	-5.962E+02	2.405E+02	-1.842E-07	4.604E-06
1.44	3.480E+02	-5.978E+02	2.411E+02	-1.837E-07	4.604E-06
1.44	3.490E+02	-5.995E+02	2.417E+02	-1.832E-07	4.603E-06
1.44	3.500E+02	-6.011E+02	2.424E+02	-1.827E-07	4.603E-06
1.44	3.510E+02	-6.027E+02	2.430E+02	-1.822E-07	4.602E-06
1.44	3.520E+02	-6.043E+02	2.437E+02	-1.818E-07	4.602E-06
1.44	3.530E+02	-6.060E+02	2.443E+02	-1.813E-07	4.601E-06
1.44	3.540E+02	-6.076E+02	2.450E+02	-1.808E-07	4.601E-06
1.44	3.550E+02	-6.092E+02	2.456E+02	-1.803E-07	4.600E-06
1.44	3.560E+02	-6.109E+02	2.462E+02	-1.798E-07	4.600E-06
1.44	3.570E+02	-6.125E+02	2.469E+02	-1.793E-07	4.599E-06
1.44	3.580E+02	-6.141E+02	2.475E+02	-1.789E-07	4.599E-06
1.44	3.590E+02	-6.157E+02	2.482E+02	-1.784E-07	4.598E-06
1.44	3.600E+02	-6.174E+02	2.488E+02	-1.779E-07	4.598E-06
1.44	3.610E+02	-6.190E+02	2.494E+02	-1.775E-07	4.597E-06
1.44	3.620E+02	-6.206E+02	2.501E+02	-1.770E-07	4.597E-06
1.44	3.630E+02	-6.223E+02	2.507E+02	-1.765E-07	4.596E-06
1.44	3.640E+02	-6.239E+02	2.514E+02	-1.761E-07	4.596E-06
1.44	3.650E+02	-6.255E+02	2.520E+02	-1.756E-07	4.595E-06
1.44	3.660E+02	-6.272E+02	2.527E+02	-1.752E-07	4.595E-06
1.44	3.670E+02	-6.288E+02	2.533E+02	-1.747E-07	4.595E-06
1.44	3.680E+02	-6.304E+02	2.539E+02	-1.743E-07	4.594E-06
1.44	3.690E+02	-6.320E+02	2.546E+02	-1.738E-07	4.594E-06
1.44	3.700E+02	-6.337E+02	2.552E+02	-1.734E-07	4.593E-06
1.44	3.710E+02	-6.353E+02	2.559E+02	-1.729E-07	4.593E-06
1.44	3.720E+02	-6.369E+02	2.565E+02	-1.725E-07	4.592E-06
1.44	3.730E+02	-6.385E+02	2.571E+02	-1.720E-07	4.592E-06
1.44	3.740E+02	-6.402E+02	2.578E+02	-1.716E-07	4.591E-06
1.44	3.750E+02	-6.418E+02	2.584E+02	-1.712E-07	4.591E-06
1.44	3.760E+02	-6.434E+02	2.591E+02	-1.707E-07	4.591E-06
1.44	3.770E+02	-6.451E+02	2.597E+02	-1.703E-07	4.590E-06
1.44	3.780E+02	-6.467E+02	2.604E+02	-1.699E-07	4.590E-06
1.44	3.790E+02	-6.483E+02	2.610E+02	-1.695E-07	4.589E-06
1.44	3.800E+02	-6.499E+02	2.616E+02	-1.690E-07	4.589E-06
1.44	3.810E+02	-6.516E+02	2.623E+02	-1.686E-07	4.588E-06
1.44	3.820E+02	-6.532E+02	2.629E+02	-1.682E-07	4.588E-06
1.44	3.830E+02	-6.548E+02	2.636E+02	-1.678E-07	4.588E-06
1.44	3.840E+02	-6.564E+02	2.642E+02	-1.674E-07	4.587E-06
1.44	3.850E+02	-6.581E+02	2.648E+02	-1.670E-07	4.587E-06
1.44	3.860E+02	-6.597E+02	2.655E+02	-1.665E-07	4.586E-06
1.44	3.870E+02	-6.613E+02	2.661E+02	-1.661E-07	4.586E-06
1.44	3.880E+02	-6.630E+02	2.668E+02	-1.657E-07	4.586E-06
1.44	3.890E+02	-6.646E+02	2.674E+02	-1.653E-07	4.585E-06
1.44	3.900E+02	-6.662E+02	2.680E+02	-1.649E-07	4.585E-06
1.44	3.910E+02	-6.678E+02	2.687E+02	-1.645E-07	4.584E-06
1.44	3.920E+02	-6.695E+02	2.693E+02	-1.641E-07	4.584E-06
1.44	3.930E+02	-6.711E+02	2.700E+02	-1.637E-07	4.584E-06
1.44	3.940E+02	-6.727E+02	2.706E+02	-1.633E-07	4.583E-06
1.44	3.950E+02	-6.743E+02	2.713E+02	-1.629E-07	4.583E-06
1.44	3.960E+02	-6.760E+02	2.719E+02	-1.626E-07	4.582E-06
1.44	3.970E+02	-6.776E+02	2.725E+02	-1.622E-07	4.582E-06
1.44	3.980E+02	-6.792E+02	2.732E+02	-1.618E-07	4.582E-06
1.44	3.990E+02	-6.808E+02	2.738E+02	-1.614E-07	4.581E-06
1.44	4.000E+02	-6.825E+02	2.745E+02	-1.610E-07	4.581E-06
1.44	4.010E+02	-6.841E+02	2.751E+02	-1.606E-07	4.580E-06
1.44	4.020E+02	-6.857E+02	2.757E+02	-1.602E-07	4.580E-06
1.44	4.030E+02	-6.873E+02	2.764E+02	-1.599E-07	4.580E-06
1.44	4.040E+02	-6.890E+02	2.770E+02	-1.595E-07	4.579E-06
1.44	4.050E+02	-6.906E+02	2.777E+02	-1.591E-07	4.579E-06
1.44	4.060E+02	-6.922E+02	2.783E+02	-1.587E-07	4.579E-06
1.44	4.070E+02	-6.939E+02	2.789E+02	-1.584E-07	4.578E-06
1.44	4.080E+02	-6.955E+02	2.796E+02	-1.580E-07	4.578E-06
1.44	4.090E+02	-6.971E+02	2.802E+02	-1.576E-07	4.577E-06
1.44	4.100E+02	-6.987E+02	2.809E+02	-1.573E-07	4.577E-06
1.44	4.110E+02	-7.004E+02	2.815E+02	-1.569E-07	4.577E-06
1.44	4.120E+02	-7.020E+02	2.821E+02	-1.565E-07	4.576E-06
1.44	4.130E+02	-7.036E+02	2.828E+02	-1.562E-07	4.576E-06
